Filename,Inference time(ms),Timestamp,Used RAM (MB),CPU Usage (%),Temperature (°C)
frame0083.jpg,395.0197696685791,2024-04-05 15:46:25,1141,0,58.2
frame0385.jpg,406.2662124633789,2024-04-05 15:46:26,1159,0,58.7
frame0554.jpg,413.88392448425293,2024-04-05 15:46:26,1160,0,59.3
frame0618.jpg,372.2720146179199,2024-04-05 15:46:27,1160,0,59.3
frame0530.jpg,405.28178215026855,2024-04-05 15:46:27,1160,0,60.4
frame0288.jpg,400.9280204772949,2024-04-05 15:46:28,1160,0,60.9
frame0126.jpg,459.22064781188965,2024-04-05 15:46:28,1160,0,60.4
frame0378.jpg,415.61031341552734,2024-04-05 15:46:29,1161,0,61.5
frame0006.jpg,401.7319679260254,2024-04-05 15:46:29,1161,0,61.5
frame0175.jpg,403.4388065338135,2024-04-05 15:46:30,1161,0,61.5
frame0156.jpg,506.1628818511963,2024-04-05 15:46:30,1161,0,62.6
frame0391.jpg,407.073974609375,2024-04-05 15:46:31,1161,0,62.6
frame0038.jpg,416.9285297393799,2024-04-05 15:46:31,1162,0,63.1
frame0112.jpg,392.8699493408203,2024-04-05 15:46:32,1162,0,64.2
frame0499.jpg,392.15970039367676,2024-04-05 15:46:32,1162,0,63.7
frame0069.jpg,383.00251960754395,2024-04-05 15:46:33,1162,0,64.2
frame0178.jpg,403.8546085357666,2024-04-05 15:46:33,1162,0,64.2
frame0334.jpg,391.5092945098877,2024-04-05 15:46:34,1163,0,64.8
frame0274.jpg,394.09852027893066,2024-04-05 15:46:34,1163,0,64.8
frame0376.jpg,398.4949588775635,2024-04-05 15:46:34,1162,0,65.3
frame0236.jpg,394.94824409484863,2024-04-05 15:46:35,1162,0,65.3
frame0476.jpg,385.70141792297363,2024-04-05 15:46:35,1162,0,65.9
frame0232.jpg,427.4160861968994,2024-04-05 15:46:36,1162,0,64.2
frame0005.jpg,401.77178382873535,2024-04-05 15:46:36,1162,0,65.9
frame0109.jpg,429.6576976776123,2024-04-05 15:46:37,1162,0,65.9
frame0309.jpg,399.7480869293213,2024-04-05 15:46:37,1162,0,66.4
frame0078.jpg,422.58644104003906,2024-04-05 15:46:38,1162,0,67.5
frame0507.jpg,377.66242027282715,2024-04-05 15:46:38,1162,0,65.9
frame0287.jpg,399.5978832244873,2024-04-05 15:46:39,1163,0,67.0
frame0520.jpg,399.05333518981934,2024-04-05 15:46:39,1162,0,67.5
frame0418.jpg,394.61803436279297,2024-04-05 15:46:40,1160,0,66.4
frame0497.jpg,401.9310474395752,2024-04-05 15:46:40,1161,0,67.0
frame0536.jpg,394.9909210205078,2024-04-05 15:46:41,1161,0,68.1
frame0407.jpg,398.8964557647705,2024-04-05 15:46:41,1161,0,67.5
frame0542.jpg,392.9932117462158,2024-04-05 15:46:42,1161,0,67.0
frame0315.jpg,371.16527557373047,2024-04-05 15:46:42,1162,0,67.0
frame0265.jpg,405.59983253479004,2024-04-05 15:46:43,1161,0,68.1
frame0571.jpg,419.2807674407959,2024-04-05 15:46:43,1161,0,68.1
frame0202.jpg,403.0592441558838,2024-04-05 15:46:43,1161,0,68.6
frame0251.jpg,392.5788402557373,2024-04-05 15:46:44,1162,0,67.5
frame0155.jpg,368.333101272583,2024-04-05 15:46:44,1162,0,68.6
frame0503.jpg,445.1417922973633,2024-04-05 15:46:45,1162,0,68.1
frame0523.jpg,391.79325103759766,2024-04-05 15:46:45,1162,0,68.1
frame0044.jpg,369.76122856140137,2024-04-05 15:46:46,1162,0,68.6
frame0495.jpg,399.72925186157227,2024-04-05 15:46:46,1162,0,68.6
frame0504.jpg,383.2237720489502,2024-04-05 15:46:47,1162,0,68.6
frame0046.jpg,370.4056739807129,2024-04-05 15:46:47,1163,0,69.2
frame0214.jpg,395.33376693725586,2024-04-05 15:46:48,1163,0,68.6
frame0338.jpg,390.96879959106445,2024-04-05 15:46:48,1163,0,69.2
frame0586.jpg,387.6657485961914,2024-04-05 15:46:49,1163,0,69.2
frame0089.jpg,393.3987617492676,2024-04-05 15:46:49,1163,0,68.6
frame0577.jpg,369.5566654205322,2024-04-05 15:46:49,1162,0,69.2
frame0615.jpg,399.86276626586914,2024-04-05 15:46:50,1162,0,69.7
frame0011.jpg,396.5773582458496,2024-04-05 15:46:50,1163,0,68.6
frame0136.jpg,374.6480941772461,2024-04-05 15:46:51,1163,0,69.7
frame0389.jpg,401.0956287384033,2024-04-05 15:46:51,1163,0,69.7
frame0458.jpg,395.0819969177246,2024-04-05 15:46:52,1163,0,70.8
frame0475.jpg,396.1935043334961,2024-04-05 15:46:52,1162,0,69.2
frame0514.jpg,394.47546005249023,2024-04-05 15:46:53,1163,0,69.7
frame0102.jpg,454.44393157958984,2024-04-05 15:46:53,1163,0,69.7
frame0169.jpg,395.30467987060547,2024-04-05 15:46:54,1163,0,70.3
frame0275.jpg,425.1108169555664,2024-04-05 15:46:54,1163,0,69.7
frame0517.jpg,395.6573009490967,2024-04-05 15:46:55,1163,0,70.3
frame0212.jpg,392.5466537475586,2024-04-05 15:46:55,1163,0,69.7
frame0176.jpg,423.5234260559082,2024-04-05 15:46:56,1163,0,70.8
frame0250.jpg,403.45001220703125,2024-04-05 15:46:56,1163,0,70.3
frame0392.jpg,423.95734786987305,2024-04-05 15:46:57,1163,0,70.3
frame0336.jpg,404.2680263519287,2024-04-05 15:46:57,1163,0,68.6
frame0384.jpg,423.95639419555664,2024-04-05 15:46:58,1164,0,69.7
frame0409.jpg,406.69918060302734,2024-04-05 15:46:58,1164,0,69.2
frame0123.jpg,401.78370475769043,2024-04-05 15:46:59,1161,0,69.2
frame0433.jpg,456.5424919128418,2024-04-05 15:46:59,1161,0,69.7
frame0067.jpg,409.52610969543457,2024-04-05 15:47:00,1162,0,70.8
frame0528.jpg,400.9723663330078,2024-04-05 15:47:00,1162,0,69.7
frame0576.jpg,396.4090347290039,2024-04-05 15:47:00,1162,0,69.7
frame0172.jpg,392.9781913757324,2024-04-05 15:47:01,1162,0,68.6
frame0365.jpg,375.28443336486816,2024-04-05 15:47:01,1162,0,69.7
frame0160.jpg,405.6057929992676,2024-04-05 15:47:02,1161,0,69.2
frame0357.jpg,432.875394821167,2024-04-05 15:47:02,1162,0,69.7
frame0460.jpg,400.06136894226074,2024-04-05 15:47:03,1162,0,70.3
frame0452.jpg,400.8646011352539,2024-04-05 15:47:03,1162,0,69.2
frame0598.jpg,397.51362800598145,2024-04-05 15:47:04,1162,0,70.3
frame0150.jpg,404.07800674438477,2024-04-05 15:47:04,1162,0,71.4
frame0379.jpg,400.468111038208,2024-04-05 15:47:05,1162,0,70.3
frame0369.jpg,375.42724609375,2024-04-05 15:47:05,1162,0,70.3
frame0547.jpg,429.7962188720703,2024-04-05 15:47:06,1162,0,70.3
frame0186.jpg,401.2479782104492,2024-04-05 15:47:06,1162,0,69.7
frame0257.jpg,405.2574634552002,2024-04-05 15:47:07,1162,0,70.3
frame0037.jpg,374.03011322021484,2024-04-05 15:47:07,1162,0,70.8
frame0386.jpg,373.08359146118164,2024-04-05 15:47:08,1162,0,70.3
frame0553.jpg,372.52068519592285,2024-04-05 15:47:08,1162,0,71.9
frame0177.jpg,407.09733963012695,2024-04-05 15:47:08,1161,0,70.8
frame0559.jpg,422.47629165649414,2024-04-05 15:47:09,1161,0,70.8
frame0188.jpg,400.30956268310547,2024-04-05 15:47:09,1161,0,70.8
frame0024.jpg,412.22667694091797,2024-04-05 15:47:10,1161,0,70.8
frame0490.jpg,419.6927547454834,2024-04-05 15:47:10,1161,0,70.8
frame0242.jpg,402.1577835083008,2024-04-05 15:47:11,1161,0,71.4
frame0604.jpg,403.8083553314209,2024-04-05 15:47:11,1161,0,71.4
frame0227.jpg,430.8619499206543,2024-04-05 15:47:12,1161,0,71.9
frame0480.jpg,429.110050201416,2024-04-05 15:47:12,1161,0,72.5
frame0097.jpg,453.8116455078125,2024-04-05 15:47:13,1161,0,71.9
frame0291.jpg,396.975040435791,2024-04-05 15:47:13,1161,0,73.0
frame0356.jpg,386.674165725708,2024-04-05 15:47:14,1161,0,70.8
frame0068.jpg,405.0111770629883,2024-04-05 15:47:14,1161,0,71.4
frame0432.jpg,441.5936470031738,2024-04-05 15:47:15,1161,0,71.9
frame0383.jpg,397.1233367919922,2024-04-05 15:47:15,1161,0,71.9
frame0565.jpg,430.79590797424316,2024-04-05 15:47:16,1161,0,71.9
frame0249.jpg,408.5376262664795,2024-04-05 15:47:16,1161,0,73.0
frame0105.jpg,404.42347526550293,2024-04-05 15:47:17,1162,0,73.0
frame0578.jpg,454.18286323547363,2024-04-05 15:47:17,1162,0,73.0
