Filename,Inference time(ms),Timestamp,Used RAM (MB),CPU Usage (%),Temperature (°C)
frame0083.jpg,227.3709774017334,2024-04-05 14:39:13,1388,0,57.6
frame0385.jpg,181.59723281860352,2024-04-05 14:39:13,1396,0,58.2
frame0554.jpg,180.11045455932617,2024-04-05 14:39:13,1401,0,58.7
frame0618.jpg,183.9463710784912,2024-04-05 14:39:13,1401,0,58.7
frame0530.jpg,178.72071266174316,2024-04-05 14:39:14,1402,0,60.9
frame0288.jpg,180.32169342041016,2024-04-05 14:39:14,1402,0,60.4
frame0126.jpg,180.05108833312988,2024-04-05 14:39:14,1402,0,60.9
frame0378.jpg,178.90214920043945,2024-04-05 14:39:14,1402,0,62.0
frame0006.jpg,178.97820472717285,2024-04-05 14:39:15,1403,0,62.0
frame0175.jpg,180.0856590270996,2024-04-05 14:39:15,1402,0,61.5
frame0156.jpg,182.47008323669434,2024-04-05 14:39:15,1402,0,62.0
frame0391.jpg,179.17561531066895,2024-04-05 14:39:15,1402,0,62.0
frame0038.jpg,182.07550048828125,2024-04-05 14:39:16,1403,0,62.6
frame0112.jpg,179.1543960571289,2024-04-05 14:39:16,1403,0,61.5
frame0499.jpg,179.04400825500488,2024-04-05 14:39:16,1403,0,63.1
frame0069.jpg,180.00268936157227,2024-04-05 14:39:16,1403,0,63.1
frame0178.jpg,179.46481704711914,2024-04-05 14:39:17,1403,0,63.7
frame0334.jpg,179.14295196533203,2024-04-05 14:39:17,1402,0,63.1
frame0274.jpg,179.40640449523926,2024-04-05 14:39:17,1402,0,64.2
frame0376.jpg,180.31024932861328,2024-04-05 14:39:17,1402,0,63.7
frame0236.jpg,179.6276569366455,2024-04-05 14:39:18,1402,0,64.2
frame0476.jpg,179.95548248291016,2024-04-05 14:39:18,1403,0,65.3
frame0232.jpg,179.05449867248535,2024-04-05 14:39:18,1402,0,64.8
frame0005.jpg,182.49917030334473,2024-04-05 14:39:18,1402,0,65.3
frame0109.jpg,180.1474094390869,2024-04-05 14:39:19,1402,0,65.9
frame0309.jpg,180.23681640625,2024-04-05 14:39:19,1402,0,65.9
frame0078.jpg,179.42214012145996,2024-04-05 14:39:19,1403,0,66.4
frame0507.jpg,179.63790893554688,2024-04-05 14:39:19,1403,0,65.3
frame0287.jpg,178.4350872039795,2024-04-05 14:39:20,1403,0,66.4
frame0520.jpg,180.08685111999512,2024-04-05 14:39:20,1403,0,67.0
frame0418.jpg,178.56335639953613,2024-04-05 14:39:20,1403,0,67.5
frame0497.jpg,178.7724494934082,2024-04-05 14:39:20,1403,0,67.5
frame0536.jpg,179.54778671264648,2024-04-05 14:39:21,1403,0,68.1
frame0407.jpg,179.44025993347168,2024-04-05 14:39:21,1403,0,67.5
frame0542.jpg,179.47101593017578,2024-04-05 14:39:21,1404,0,67.5
frame0315.jpg,179.31532859802246,2024-04-05 14:39:21,1403,0,67.5
frame0265.jpg,179.56042289733887,2024-04-05 14:39:22,1403,0,67.5
frame0571.jpg,179.4419288635254,2024-04-05 14:39:22,1403,0,67.5
frame0202.jpg,180.04822731018066,2024-04-05 14:39:22,1403,0,67.5
frame0251.jpg,178.88617515563965,2024-04-05 14:39:22,1403,0,68.1
frame0155.jpg,179.68249320983887,2024-04-05 14:39:23,1403,0,68.6
frame0503.jpg,179.7022819519043,2024-04-05 14:39:23,1401,0,68.1
frame0523.jpg,178.89785766601562,2024-04-05 14:39:23,1402,0,67.5
frame0044.jpg,179.34823036193848,2024-04-05 14:39:23,1402,0,69.2
frame0495.jpg,178.65967750549316,2024-04-05 14:39:24,1401,0,69.2
frame0504.jpg,179.124116897583,2024-04-05 14:39:24,1402,0,68.6
frame0046.jpg,179.13460731506348,2024-04-05 14:39:24,1402,0,68.6
frame0214.jpg,180.0825595855713,2024-04-05 14:39:24,1402,0,69.7
frame0338.jpg,178.98154258728027,2024-04-05 14:39:25,1403,0,69.2
frame0586.jpg,180.18484115600586,2024-04-05 14:39:25,1403,0,68.6
frame0089.jpg,179.86655235290527,2024-04-05 14:39:25,1403,0,69.7
frame0577.jpg,180.12619018554688,2024-04-05 14:39:25,1403,0,70.8
frame0615.jpg,182.56092071533203,2024-04-05 14:39:26,1403,0,69.7
frame0011.jpg,181.14423751831055,2024-04-05 14:39:26,1403,0,70.3
frame0136.jpg,178.54070663452148,2024-04-05 14:39:26,1403,0,70.3
frame0389.jpg,179.59833145141602,2024-04-05 14:39:26,1403,0,70.8
frame0458.jpg,178.55501174926758,2024-04-05 14:39:27,1403,0,70.3
frame0475.jpg,180.2361011505127,2024-04-05 14:39:27,1404,0,70.3
frame0514.jpg,179.03709411621094,2024-04-05 14:39:27,1404,0,70.3
frame0102.jpg,179.60333824157715,2024-04-05 14:39:27,1401,0,70.8
frame0169.jpg,179.4750690460205,2024-04-05 14:39:28,1402,0,71.4
frame0275.jpg,179.54659461975098,2024-04-05 14:39:28,1403,0,70.8
frame0517.jpg,179.00943756103516,2024-04-05 14:39:28,1403,0,72.5
frame0212.jpg,179.3649196624756,2024-04-05 14:39:28,1403,0,72.5
frame0176.jpg,178.5285472869873,2024-04-05 14:39:29,1402,0,71.4
frame0250.jpg,179.87799644470215,2024-04-05 14:39:29,1402,0,71.9
frame0392.jpg,178.52497100830078,2024-04-05 14:39:29,1402,0,73.0
frame0336.jpg,178.52187156677246,2024-04-05 14:39:29,1403,0,70.8
frame0384.jpg,179.39281463623047,2024-04-05 14:39:30,1403,0,71.4
frame0409.jpg,179.46553230285645,2024-04-05 14:39:30,1402,0,71.4
frame0123.jpg,179.7008514404297,2024-04-05 14:39:30,1403,0,72.5
frame0433.jpg,179.41689491271973,2024-04-05 14:39:30,1404,0,71.9
frame0067.jpg,179.6090602874756,2024-04-05 14:39:31,1404,0,73.0
frame0528.jpg,179.7020435333252,2024-04-05 14:39:31,1404,0,71.4
frame0576.jpg,178.53903770446777,2024-04-05 14:39:31,1404,0,71.9
frame0172.jpg,179.28385734558105,2024-04-05 14:39:31,1404,0,72.5
frame0365.jpg,180.10616302490234,2024-04-05 14:39:32,1404,0,72.5
frame0160.jpg,181.7152500152588,2024-04-05 14:39:32,1403,0,71.9
frame0357.jpg,180.40108680725098,2024-04-05 14:39:32,1403,0,72.5
frame0460.jpg,180.29356002807617,2024-04-05 14:39:32,1403,0,73.0
frame0452.jpg,180.55200576782227,2024-04-05 14:39:33,1404,0,71.9
frame0598.jpg,182.03210830688477,2024-04-05 14:39:33,1404,0,73.0
frame0150.jpg,178.76696586608887,2024-04-05 14:39:33,1404,0,72.5
frame0379.jpg,181.93435668945312,2024-04-05 14:39:34,1404,0,71.9
frame0369.jpg,179.11624908447266,2024-04-05 14:39:34,1404,0,73.6
frame0547.jpg,180.1316738128662,2024-04-05 14:39:34,1404,0,73.0
frame0186.jpg,180.2804470062256,2024-04-05 14:39:34,1404,0,73.0
frame0257.jpg,180.71985244750977,2024-04-05 14:39:35,1404,0,73.6
frame0037.jpg,179.92615699768066,2024-04-05 14:39:35,1404,0,73.6
frame0386.jpg,179.70967292785645,2024-04-05 14:39:35,1403,0,74.7
frame0553.jpg,181.1068058013916,2024-04-05 14:39:35,1403,0,74.1
frame0177.jpg,178.9402961730957,2024-04-05 14:39:36,1404,0,73.6
frame0559.jpg,181.2751293182373,2024-04-05 14:39:36,1404,0,74.1
frame0188.jpg,179.8074245452881,2024-04-05 14:39:36,1403,0,72.5
frame0024.jpg,178.8630485534668,2024-04-05 14:39:36,1404,0,73.0
frame0490.jpg,179.70705032348633,2024-04-05 14:39:37,1405,0,73.6
frame0242.jpg,178.66015434265137,2024-04-05 14:39:37,1405,0,73.6
frame0604.jpg,178.6653995513916,2024-04-05 14:39:37,1405,0,74.1
frame0227.jpg,180.0699234008789,2024-04-05 14:39:37,1405,0,74.1
frame0480.jpg,179.67939376831055,2024-04-05 14:39:38,1405,0,73.6
frame0097.jpg,180.4523468017578,2024-04-05 14:39:38,1405,0,74.1
frame0291.jpg,180.57703971862793,2024-04-05 14:39:38,1402,0,74.1
frame0356.jpg,179.59046363830566,2024-04-05 14:39:38,1403,0,73.6
frame0068.jpg,180.07683753967285,2024-04-05 14:39:39,1404,0,74.1
frame0432.jpg,180.0689697265625,2024-04-05 14:39:39,1403,0,73.0
frame0383.jpg,181.3971996307373,2024-04-05 14:39:39,1403,0,75.7
frame0565.jpg,178.89690399169922,2024-04-05 14:39:39,1403,0,74.7
frame0249.jpg,180.7258129119873,2024-04-05 14:39:40,1403,0,74.7
frame0105.jpg,178.9419651031494,2024-04-05 14:39:40,1404,0,74.7
frame0578.jpg,181.3650131225586,2024-04-05 14:39:40,1403,0,74.7
frame0164.jpg,179.57377433776855,2024-04-05 14:39:40,1404,0,74.1
frame0435.jpg,179.53944206237793,2024-04-05 14:39:41,1404,0,73.6
frame0198.jpg,180.47714233398438,2024-04-05 14:39:41,1404,0,74.7
frame0370.jpg,179.33106422424316,2024-04-05 14:39:41,1404,0,75.7
frame0623.jpg,179.67820167541504,2024-04-05 14:39:41,1404,0,75.2
frame0556.jpg,179.9447536468506,2024-04-05 14:39:42,1405,0,75.2
frame0264.jpg,179.96811866760254,2024-04-05 14:39:42,1404,0,74.7
frame0168.jpg,179.49724197387695,2024-04-05 14:39:42,1406,0,75.2
frame0316.jpg,179.7029972076416,2024-04-05 14:39:42,1405,0,76.3
frame0584.jpg,180.81212043762207,2024-04-05 14:39:43,1405,0,75.2
frame0001.jpg,179.47697639465332,2024-04-05 14:39:43,1402,0,75.7
frame0235.jpg,181.90646171569824,2024-04-05 14:39:43,1402,0,77.4
frame0437.jpg,178.39646339416504,2024-04-05 14:39:43,1402,0,75.7
frame0197.jpg,178.89881134033203,2024-04-05 14:39:44,1403,0,76.3
frame0045.jpg,179.25453186035156,2024-04-05 14:39:44,1403,0,76.3
frame0031.jpg,181.59747123718262,2024-04-05 14:39:44,1403,0,76.8
frame0335.jpg,179.2895793914795,2024-04-05 14:39:44,1403,0,75.7
frame0587.jpg,179.59952354431152,2024-04-05 14:39:45,1403,0,75.2
frame0427.jpg,179.78382110595703,2024-04-05 14:39:45,1404,0,76.3
frame0003.jpg,182.7380657196045,2024-04-05 14:39:45,1403,0,75.7
frame0466.jpg,181.10370635986328,2024-04-05 14:39:45,1404,0,76.3
frame0170.jpg,179.56042289733887,2024-04-05 14:39:46,1403,0,75.7
frame0107.jpg,182.66654014587402,2024-04-05 14:39:46,1403,0,76.3
frame0603.jpg,179.50987815856934,2024-04-05 14:39:46,1403,0,76.3
frame0143.jpg,179.8570156097412,2024-04-05 14:39:46,1403,0,76.3
frame0382.jpg,178.9560317993164,2024-04-05 14:39:47,1403,0,75.7
frame0230.jpg,178.6959171295166,2024-04-05 14:39:47,1404,0,76.3
frame0002.jpg,180.39560317993164,2024-04-05 14:39:47,1403,0,76.3
frame0153.jpg,179.40521240234375,2024-04-05 14:39:47,1403,0,76.3
frame0282.jpg,179.40616607666016,2024-04-05 14:39:48,1403,0,76.3
frame0478.jpg,179.00848388671875,2024-04-05 14:39:48,1404,0,76.3
frame0179.jpg,180.1779270172119,2024-04-05 14:39:48,1404,0,77.9
frame0051.jpg,179.60095405578613,2024-04-05 14:39:48,1403,0,76.3
frame0263.jpg,179.86679077148438,2024-04-05 14:39:49,1404,0,76.8
frame0347.jpg,179.9612045288086,2024-04-05 14:39:49,1403,0,76.8
frame0543.jpg,179.64506149291992,2024-04-05 14:39:49,1403,0,77.4
frame0154.jpg,179.2597770690918,2024-04-05 14:39:49,1404,0,77.9
frame0453.jpg,181.0464859008789,2024-04-05 14:39:50,1404,0,76.8
frame0455.jpg,178.81178855895996,2024-04-05 14:39:50,1405,0,76.8
frame0372.jpg,179.2314052581787,2024-04-05 14:39:50,1404,0,77.4
